id;service;sbytes;dbytes;sttl;dttl;sloss;dloss;swin;stcpb;dtcpb;dwin;response_body_len;ct_srv_src;ct_state_ttl;ct_dst_ltm;ct_src_dport_ltm;ct_dst_sport_ltm;ct_dst_src_ltm;ct_src_ltm;ct_srv_dst;is_sm_ips_ports;attack_cat;label
39678;-;7810;15494;31;29;30;32;255;367534543;368528719;255;0;8;0;3;1;1;1;8;5;0;Normal;0
69656;-;25660;850;254;252;12;4;255;2213919421;1607826167;255;0;6;1;1;1;1;6;1;6;0;Normal;0
112219;-;46;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;1;Normal;0
15343;-;568;312;31;29;0;0;0;0;0;0;0;11;0;5;1;1;4;6;8;0;Normal;0
20819;dns;146;178;31;29;0;0;0;0;0;0;0;2;0;3;1;1;1;2;1;0;Normal;0
5167;dns;146;178;31;29;0;0;0;0;0;0;0;4;0;2;1;1;1;2;2;0;Normal;0
65109;-;6190;556;254;252;6;3;255;876378054;126753991;255;0;6;1;1;1;1;4;1;4;0;Normal;0
14491;http;1040;824;31;29;2;2;255;589917239;596911282;255;83;1;0;2;1;1;1;2;1;0;Normal;0
7926;http;19202;1087890;31;29;2;370;255;3206049393;3219810292;255;524288;2;0;5;1;1;3;2;3;0;Normal;0
41823;-;6056;678;254;252;5;4;255;817740916;184754921;255;0;5;1;1;1;1;5;1;5;0;Normal;0
18464;smtp;37914;3380;31;29;19;8;255;2749824844;601283134;255;0;1;0;2;1;1;1;2;2;0;Normal;0
32388;-;3598;48710;31;29;7;24;255;2750770321;2751060164;255;0;4;0;8;1;1;3;2;8;0;Normal;0
28409;dns;146;178;31;29;0;0;0;0;0;0;0;3;0;3;1;1;2;1;2;0;Normal;0
40978;-;790;678;254;252;4;4;255;4177512873;513686404;255;0;3;1;1;1;1;3;1;3;0;Normal;0
30065;-;3614;50036;31;29;7;24;255;3653536780;1508419286;255;0;6;0;2;1;1;1;2;4;0;Normal;0
40508;-;4030;57474;31;29;7;27;255;2809370375;688592280;255;0;2;0;3;1;1;1;3;6;0;Normal;0
43668;-;104;0;254;0;0;0;0;0;0;0;0;2;2;1;1;1;2;1;2;0;Normal;0
7184;-;1540;1644;31;29;4;4;255;867367369;872973957;255;0;8;0;6;6;1;6;10;14;0;Normal;0
102695;-;104;0;254;0;0;0;0;0;0;0;0;5;2;3;3;1;4;4;4;0;Normal;0
2915;-;1540;1644;31;29;4;4;255;192269689;2347878699;255;0;8;0;7;6;1;6;8;11;0;Normal;0
41289;-;5226;354;254;252;3;1;255;3200467476;2940871494;255;0;1;1;21;1;1;1;2;1;0;Normal;0
32001;ftp-data;424;8824;31;29;1;4;255;2650832056;2659372498;255;0;3;0;7;1;1;5;6;3;0;Normal;0
19815;-;4238;63516;31;29;7;30;255;2441247925;2441570378;255;0;5;0;2;1;1;2;3;5;0;Normal;0
2492;http;1052;824;31;29;2;2;255;2389328256;2390379899;255;83;1;0;2;1;1;1;8;1;0;Normal;0
39535;-;13246;548216;31;29;21;197;255;835020437;2988559858;255;0;12;0;5;4;1;5;7;6;0;Normal;0
20179;smtp;37210;3380;31;29;18;8;255;1053414272;3204012072;255;0;1;0;1;1;1;2;1;2;0;Normal;0
47399;-;534;268;254;252;2;1;255;2105041624;3267158490;255;0;6;1;1;1;1;3;2;3;0;Normal;0
408;-;1540;1644;31;29;4;4;255;3044166666;3048738474;255;0;13;0;24;6;1;9;19;21;0;Normal;0
24326;ftp;2934;3742;31;29;11;15;255;444265502;2594875006;255;0;1;0;2;1;1;4;4;1;0;Normal;0
7172;ssh;5928;8010;31;29;14;17;255;387358899;387682986;255;0;2;0;5;1;1;3;5;1;0;Normal;0
41947;-;46;0;0;0;0;0;0;0;0;0;0;1;2;1;1;1;1;1;1;1;Normal;0
11602;smtp;37268;3380;31;29;18;8;255;2026218877;2027254643;255;0;1;0;3;1;1;4;2;2;0;Normal;0
21025;-;7814;14990;31;29;30;32;255;1213545496;1279204252;255;0;7;0;5;1;1;1;2;21;0;Normal;0
6375;-;520;304;31;29;0;0;0;0;0;0;0;5;0;4;1;1;4;5;8;0;Normal;0
43752;-;534;268;254;252;2;1;255;2994484883;1801431745;255;0;4;1;3;2;1;4;3;4;0;Normal;0
537;http;1052;824;31;29;2;2;255;3531518821;1383053987;255;83;1;0;4;1;1;1;2;4;0;Normal;0
23386;-;2958;33148;31;29;7;18;255;3216300453;1242319168;255;0;3;0;3;1;1;1;2;16;0;Normal;0
4054;-;1540;1644;31;29;4;4;255;667496845;2821076529;255;0;8;0;7;6;1;6;9;12;0;Normal;0
17630;http;1580;10168;31;29;3;5;255;430178246;2617362611;255;3924;1;0;1;1;1;1;5;1;0;Normal;0
46381;-;756;268;254;252;2;1;255;2064155664;1414077167;255;0;3;1;2;2;1;3;2;3;0;Normal;0
33627;-;3182;39076;31;29;7;20;255;2307100037;162036504;255;0;4;0;1;1;1;2;7;3;0;Normal;0
12461;smtp;37268;3380;31;29;18;8;255;356939296;2507491668;255;0;1;0;1;1;1;2;3;1;0;Normal;0
33909;-;2958;32642;31;29;7;18;255;2485348817;350465235;255;0;6;0;3;1;1;2;3;7;0;Normal;0
115956;-;46;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;1;Normal;0
21012;dns;146;178;31;29;0;0;0;0;0;0;0;4;0;2;2;1;1;8;3;0;Normal;0
37666;-;3286;39076;31;29;7;20;255;3256773489;1111670064;255;0;6;0;2;1;1;2;3;3;0;Normal;0
20867;http;18994;1087890;31;29;2;370;255;1248513550;3394945407;255;524288;3;0;1;1;1;1;5;2;0;Normal;0
32427;-;2542;23508;31;29;7;14;255;721193345;2892660453;255;0;16;0;1;1;1;1;4;2;0;Normal;0
25700;-;2054;2478;31;29;6;6;255;2908939940;2909239120;255;0;11;0;3;2;1;1;2;3;0;Normal;0
17663;ftp;2934;3742;31;29;11;15;255;1065539143;3216063839;255;0;1;0;5;1;1;4;7;2;0;Normal;0
5437;http;1052;824;31;29;2;2;255;4175199588;4180425931;255;83;1;0;2;1;1;2;9;1;0;Normal;0
108980;-;46;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;1;Normal;0
7124;dns;268;0;63;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;1;0;Normal;0
18467;ftp-data;320;1932;31;29;1;2;255;2928606084;794058044;255;0;3;0;3;1;1;5;6;3;0;Normal;0
25901;dns;146;178;31;29;0;0;0;0;0;0;0;3;0;6;1;1;5;4;4;0;Normal;0
76080;-;82;0;254;0;0;0;0;0;0;0;0;2;2;1;1;1;2;1;2;0;Normal;0
81281;-;848;268;254;252;2;1;255;876808982;692714345;255;0;6;1;1;1;1;6;1;6;0;Normal;0
6808;ftp-data;8928;320;31;29;4;1;255;950602457;1686209774;255;0;10;0;6;1;1;8;4;6;0;Normal;0
39519;-;4222;64070;31;29;7;30;255;1195014747;1195310943;255;0;6;0;8;1;1;3;5;11;0;Normal;0
4834;-;520;304;31;29;0;0;0;0;0;0;0;9;0;6;1;1;3;3;6;0;Normal;0
5880;-;1540;1644;31;29;4;4;255;1202333687;1207766490;255;0;7;0;5;4;1;4;5;9;0;Normal;0
18752;ssh;3624;5578;31;29;7;7;255;2338143830;193068578;255;0;1;0;2;1;1;2;6;1;0;Normal;0
37996;dns;130;162;31;29;0;0;0;0;0;0;0;3;0;2;1;1;6;1;4;0;Normal;0
82918;-;550;268;254;252;2;1;255;2182933945;2450527926;255;0;4;1;1;1;1;2;1;2;0;Normal;0
13628;dns;146;178;31;29;0;0;0;0;0;0;0;3;0;4;1;1;1;3;2;0;Normal;0
37219;dns;130;162;31;29;0;0;0;0;0;0;0;5;0;4;4;1;2;4;5;0;Normal;0
13892;-;1470;1728;31;29;5;4;255;1709320814;3854971999;255;0;2;0;2;1;1;1;1;3;0;Normal;0
6277;-;1064;2260;31;29;4;4;255;2555587931;2555827059;255;0;4;0;3;1;1;1;4;3;0;Normal;0
21300;dns;146;178;31;29;0;0;0;0;0;0;0;3;0;3;1;1;1;1;1;0;Normal;0
11992;-;2438;19266;31;29;7;13;255;3471290562;1354477654;255;0;5;0;1;1;1;1;2;4;0;Normal;0
21708;-;4480;3080;31;29;7;7;255;1004135370;1042997140;255;0;8;0;6;1;1;3;5;9;0;Normal;0
42163;-;1066;0;254;0;0;0;0;0;0;0;0;37;2;9;9;1;37;9;37;0;Normal;0
2586;-;1540;1644;31;29;4;4;255;719749377;2875492088;255;0;16;0;9;9;1;9;10;15;0;Normal;0
30849;-;568;312;31;29;0;0;0;0;0;0;0;10;0;2;1;1;3;5;7;0;Normal;0
11572;dns;146;178;31;29;0;0;0;0;0;0;0;3;0;1;2;1;2;2;2;0;Normal;0
43347;-;104;0;254;0;0;0;0;0;0;0;0;11;2;5;2;1;10;3;16;0;Normal;0
39097;dns;130;162;31;29;0;0;0;0;0;0;0;5;0;1;2;1;1;6;3;0;Normal;0
65734;-;818;678;254;252;4;4;255;3593633175;2798831918;255;0;4;1;2;1;1;5;2;4;0;Normal;0
21980;dns;146;178;31;29;0;0;0;0;0;0;0;1;0;5;1;1;1;5;3;0;Normal;0
27176;-;4096;2456;31;29;7;7;255;2019756023;4172561099;255;0;3;0;3;1;1;2;4;6;0;Normal;0
7720;dns;146;178;31;29;0;0;0;0;0;0;0;1;0;1;1;1;1;2;1;0;Normal;0
25933;-;568;320;31;29;0;0;0;0;0;0;0;6;0;3;1;1;3;5;7;0;Normal;0
